A,B,N,N'(0),R,N BIT TOTAL,N BITS PER WORD,N WORDS,GOLDEN_RESULT,MODULE_RESULT,PASSED
0000007FFFFFFFFFFFFFFFDFFFFFFF00000000000000000000020FFFFFFFFFFFFFFFFDF800000000000000010000001FFFFFFFFFFFFFFFFFFFDFFFE000020001,0000007FFFFFFFFEFFFFFFE00000000000000000000000000001FFFFFFFFFFFFFFFFFE000000001000000000FFFFFFFFFFFFC0000000003FFFFFFFE000020000,FFFFFF80000000000000001FFFFFFFFFFFFFFFFFFFFFFFFFFFFE000000000000000001FFFFFFFFFFFFFFFFFF0000000000000000000000000000001FFFFDFFFF,FF780023FFFE0001,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,512,64,8,3E16C1E2AE2C9C390E2ACD2D4D5623868EA6C3C6613B5F08DF6E1CE5588EFD76BD97D297695C4E099339E308837336AC55DDCE0E06A4465290E770DA086F6874,3E16C1E2AE2C9C390E2ACD2D4D5623868EA6C3C6613B5F08DF6E1CE5588EFD76BD97D297695C4E099339E308837336AC55DDCE0E06A4465290E770DA086F6874,YES
FFFFFFFFFFFFFFFFFE00000000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFE000000000000000000000000007FFFFFFFE0000000001FC00000000,00000000000000000000000000000000000000001F7FFE0000003FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFBFFFFFFFFFFFFFFF800000000000000040000,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFE00001FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC0000000000000007FFFFFFFFFFFFFFFFFFFF,0000000000000001,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,512,64,8,53D0351F5E4560C4882AE6FB3961FE5725A4E00280851DBFB4B2BA9E02FD2A14EF413631DC47736A741E202F7E844B5FFC427B397CD055D6106E34BD0C93B2B1,53D0351F5E4560C4882AE6FB3961FE5725A4E00280851DBFB4B2BA9E02FD2A14EF413631DC47736A741E202F7E844B5FFC427B397CD055D6106E34BD0C93B2B1,YES
FFFFF0000000000000000000003FC0003FFFFFFFFFFFFFFFFFFF80000000007FFFFFFFFFFFFFFFFFFFFFFFFFFFFFE00000000001FFFFFFFFFFFFFFFFFFFFF000,000000000000000000000000000000000000000000037FFFFFFFFFFFFFFFFFFFFFFFFFF800000000000000007FFFFFFFFFFFFE000000FFFFFFFFF80000000001,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC0000000000000000000000000007FFFFFFFFFFFFFFFF80000000000001FFFFFFFFFFFFFFFFFFFFFFFFFF,0000000000000001,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,512,64,8,BA00AF8156029B93F9FEB8FFFBEFC217D023801FCBFF97BB89F5EFF799B01A8523E0111DC7679B5CB097ACA4F3FB38505276A2686D5C87AA57D79DDC363E6BF0,BA00AF8156029B93F9FEB8FFFBEFC217D023801FCBFF97BB89F5EFF799B01A8523E0111DC7679B5CB097ACA4F3FB38505276A2686D5C87AA57D79DDC363E6BF0,YES
FFFE0000000000000000000000000000000000003FFFFFFFFFFFFFF8000000000000000000000000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,FFFFFFFFFFFFFFFC000000000000007FFFFFFFFFFFFFFFFFFFFFFFFFFFF000000000003E000000000000001FFFFFFFFFFFFFFFFFF00000000000000FFFFFFFFF,FFFFFFFFFFFFFFFF000000003FFFFFFFFFE001FFFFFFFFFFFC000000000000000000C000000000000000000000000007FFFFFFFFFFFFFFFFFFFFFFFEFFFFFFFF,FFFFFFFF00000001,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,512,64,8,5BCFDD979E623BE7432868769710053EADD8C45810A659D2680152019707A629119811BEC56F0309B010D1F1A30208589E1CB76353312F18CC2BEB2A95B918B0,5BCFDD979E623BE7432868769710053EADD8C45810A659D2680152019707A629119811BEC56F0309B010D1F1A30208589E1CB76353312F18CC2BEB2A95B918B0,YES
0000000FFFFFFFFFE000000000000007FC00000000000000000003FFFFFFFDFFFFFFE0000000000000001000001FFFFFFFFFFFBFFFFFFFFFFFFFF00000100001,0000000FFFFFFFFFFFFFFFFFFBFFFFFFFC000000000000000000041FFFFFFE00000000000000000000000FFFFFFFFFFFFFFFFFC0000000000000000000100000,FFFFFFF000000000000000000000000003FFFFFFFFFFFFFFFFFFFC00000001FFFFFFFFFFFFFFFFFFFFFFF000000000000000003FFFFFFFFFFFFFFFFFFFEFFFFF,F00000FFFFF00001,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,512,64,8,0CBB28AE520F4E070355634197F32BE8E54877C124DA3DEC3C329F4631DB43204AE176E81F8C100CA356D862EC016B9BE2E1E879EA8A8E95DC57CCDDEBAC9900,0CBB28AE520F4E070355634197F32BE8E54877C124DA3DEC3C329F4631DB43204AE176E81F8C100CA356D862EC016B9BE2E1E879EA8A8E95DC57CCDDEBAC9900,YES
FFFFFFFFFFF800000000000000000000000000003FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF80000000000000000000000001FFFFFFFFFFFFFF,00000000000007FFFFFFFFFFFFFFFFBFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF800000000000000000007FFFFFFFFFFFFFFFFFFFFFFFFFFFFF000000000000800,FFFFFFFFFFFFF800000000000000003FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF800000000000000000000000000000FFFFFFFFFFFFFFF,1000000000000001,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,512,64,8,AFFF8341981FBA87841647583E3DC42A844585D5F9F001A8504A815AE0000C7FC22063A4093FC017E0887AC405F3423B30BFEA7D5F34578D0A7EC0280F08F930,AFFF8341981FBA87841647583E3DC42A844585D5F9F001A8504A815AE0000C7FC22063A4093FC017E0887AC405F3423B30BFEA7D5F34578D0A7EC0280F08F930,YES
FFFFFFFFFFFFFFFFFFE0000000000000000000003FFFFFFFFFFFFFFFFFFFFC0000003FFFFFFFFFFFFFFFFFFFFE0000000000000007FFFFFFFFFFFFFC00000000,FFFFFFFFFFFFFFFFFF00000000003FFFE0000000000000000007FFFFFFFFFFFFFFFFFFFFFFF8000000000000000000000000000FFFFFFFFF0000000000000000,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0003FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,0000000000000001,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,512,64,8,081FE200A2F7F021FEDF7FFE44006FFFDFBFF1003FE403F8000B7FFFFFCF79C3C80E9FA9B5D4088C7FFBBF4DF50E0542EFF439D3C1030006DFDDFF7DFE39FDF9,081FE200A2F7F021FEDF7FFE44006FFFDFBFF1003FE403F8000B7FFFFFCF79C3C80E9FA9B5D4088C7FFBBF4DF50E0542EFF439D3C1030006DFDDFF7DFE39FDF9,YES
FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF800000000000000000000000001FFFFFFFFFFFFFFFFFFFFFF8000000000000000000000003FFFF0000FFFFFFFFFF,0000000000000000000000000000000000000000000000000000000000001FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF8000000000000000001,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFDFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,0000000000000001,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,512,64,8,000000000000000004000003FFFF0000FFFF7FFFFEFF00000000000000002020003FFFFFFFFFFF7FFFFF78001FDFE007FFF80020200003FFFF0000FFFFFFFFF8,000000000000000004000003FFFF0000FFFF7FFFFEFF00000000000000002020003FFFFFFFFFFF7FFFFF78001FDFE007FFF80020200003FFFF0000FFFFFFFFF8,YES
FFFFFFFFFFFFFFFC000000000FFFFFFFFFFFFFFFFE000000000000000003FFFFFFFFFFFFFFF800000000000000000FFFFFFFFFFFFFC000000000000000001FFF,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF8000000000000000000000000001FFFFFFFFFFFFFFFFF000FFFFFFFFFFFFFFFFFF8000000000000000000000,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF80000000000000000000000001FFFFFFFB,51EB851ECCCCCCCD,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,512,64,8,B8513601A4B694B8836E8E41736D94F4F75B9E265F9E986987EBAEC745FF26A7031ED61022477CC5F6BEA7EFE770D3F999FCD8C00A759CBE58BCDF4DBBD811B0,B8513601A4B694B8836E8E41736D94F4F75B9E265F9E986987EBAEC745FF26A7031ED61022477CC5F6BEA7EFE770D3F999FCD8C00A759CBE58BCDF4DBBD811B0,YES
FFFFFFFFFFFFFFFFFFFFF8000000000000000000000000000000000000000000000000000003C000000000000001FFFFFFFFFFFFFFFFFFFFFFFFFFF000000000,0000000000000000000000003FFFFFFFFF7FFFFFFFFFFFFFFFFF800000000000000000000000001FFFFFFFFFFF00000000000000000000000000080000000001,FFFFFFFFFFFFFFFFFFFFFFFFC0000000000000000000000000007FFFFFFFFFFFFFFFFFFFFFFFFFE00000000000FFFFFFFFFFFFFFFFFFFFFFFFFFF7FFFFFFFFFF,FFFFF80000000001,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,512,64,8,0001FFFFFFFFFFBFFFFFF80047FF7FFFFF80000FFFFFFFFFFDFF8004FFFFFFFFFFE000000003C41FFFBFFFFFFF0209FFFFFFFFFEBFFFFE20000807EFEFFFFF01,0001FFFFFFFFFFBFFFFFF80047FF7FFFFF80000FFFFFFFFFFDFF8004FFFFFFFFFFE000000003C41FFFBFFFFFFF0209FFFFFFFFFEBFFFFE20000807EFEFFFFF01,YES
F0000000000000000000000000000000000000000003FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF80000000000000000000000000000FFFFFFFFFFFFFFFFFFFF,FFFFFFFFFFFFFFFFFFC000000000000000000000000000000000003FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFE00003FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFDFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,0000000000000001,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,512,64,8,F7FFFF0003FFFF840003FFEFFFFFFC0000C00FFFFE0000000001FFFBFFFFFEFFFE00003DF00001FFF8000117FF7C0020030007FFFE7FE0000407FFFFFFFC003F,F7FFFF0003FFFF840003FFEFFFFFFC0000C00FFFFE0000000001FFFBFFFFFEFFFE00003DF00001FFF8000117FF7C0020030007FFFE7FE0000407FFFFFFFC003F,YES
000000000000000000001FFFFFFFFFFFFFFFFEFFFFFFFFFFFFFE00000000000000000000000000000004007FFFFFFFFFFFFFFFC0FFFFFFFFFFF0000000000001,000000000000000000001FFFFFFFFFFFFFFFFDFFFFFFFFFFFFFE000000000FFFFFFFFFFFFFFF00000003FFFFFFFFFFFFFFFFFFC1000008000000000000000000,FFFFFFFFFFFFFFFFFFFFE0000000000000000000000000000001FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC0000000000000000003EFFFFFFFFFFFFFFFFFFFFFFFF,0000000000000001,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,512,64,8,7A09FFF5DD98F65729C5875061FD444CE0AD5C946019A47F0000F424F75209E569AA832B2D2443F803EFF7C60DBE9773581058CD2E3F7D134AC6A1BA33A3F227,7A09FFF5DD98F65729C5875061FD444CE0AD5C946019A47F0000F424F75209E569AA832B2D2443F803EFF7C60DBE9773581058CD2E3F7D134AC6A1BA33A3F227,YES
000007FFFFFFFFFFFFC07FFFFFFFFFFFFFFFFFFFFFBC00000000000000001FFFFFFF0000000000000000007F7FFFF03FFFFFFFFFFFFFFFE00000000000000001,000007FFFFFFFFFFFFFFFFFFFFFFFFFFC0000007FFBFE0000FFFFFFFFFFFFFFFFF7FFFFFFFFFFFFFFFFFFFFF8000000000000000000020000000000000000000,FFFFF800000000000000000000000000000000000040000000000000000000000000000000000000000000007FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,0000000000000001,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,512,64,8,F1F181DC5DEBA3AC47E80EFD4C9485CD3B03910FE3FC5C003B0A6620CCC50FE3B05E0B2F7980410FBFE120C068F478380C7EC175FC17DFBFC804B1E6EF8207D7,F1F181DC5DEBA3AC47E80EFD4C9485CD3B03910FE3FC5C003B0A6620CCC50FE3B05E0B2F7980410FBFE120C068F478380C7EC175FC17DFBFC804B1E6EF8207D7,YES
FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFE000000000000000000007FFFFFFFFFFFFFFFFFFFFFC00000000000000000000000000000000000000000000000001FFF,FFF87FE0000000000000000000000001FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF8000000000000000000000000000000000000,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFE00000000000000000000000000003FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,0000000000000001,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,512,64,8,FFFBFFFFFFFFFFFBFFFFFFFFFFC041FE000F023FF8FFC000000087FC3FEFFFFC7F7C04E007BC01E00700FFFEFFFFF0107F8000007F80000000000000001021FE,FFFBFFFFFFFFFFFBFFFFFFFFFFC041FE000F023FF8FFC000000087FC3FEFFFFC7F7C04E007BC01E00700FFFEFFFFF0107F8000007F80000000000000001021FE,YES
000000003FFFE003FFFFFFFC0000001FFFFFFFFFFFFFFFFFFFFFFEE00000000000000008000000007FFFFE00000000000000000000000001FFFFFF8000000001,000000003FFFE003FFFFFFFC0000001FFFFFFFFFFFFFFFFFFFFFFFE00000000000000000000000007FFFFE00000000000000000000000001FFFFFC0000000001,FFFFFFFFC0001FFC00000003FFFFFFE000000000000000000000001FFFFFFFFFFFFFFFFFFFFFFFFF800001FFFFFFFFFFFFFFFFFFFFFFFFFDFFFFFFFFFFFFFFFF,0000000000000001,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,512,64,8,6407FFD0276F7C8EEA7D9CD3E1552EABC61C65D342384637D5A3EDF257DDD7FA4AD747F4EE44818233257EE729C6D800AAE8FEEEFF3C5000749B7C413F80C002,6407FFD0276F7C8EEA7D9CD3E1552EABC61C65D342384637D5A3EDF257DDD7FA4AD747F4EE44818233257EE729C6D800AAE8FEEEFF3C5000749B7C413F80C002,YES
FFFFFFF000000000000007FFFF0000000000000000003FFFFFFFFFF80000000000000000000000FF80000000000FFFFFFFFFFFFC0FFFFFFFFFFFFFFFF0000000,00000000000000000000000000000000FFFFFFFFFFFFFFFFFFFFFF0000000000000000FFFFFFFFFFFFFFFFFFBFFFFFFFFFFFFFFFFFFFFFFFF802200000000000,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000000000000FFFFFFFFFFFFFFFF0000000000000000003FFFFFFFFFFFFFFFFFFFFFFFFFFFDFFFFFFFFFFF,FFFFE00000000001,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,512,64,8,2B2E679944C6155C61E277DDEB718AE10953923FBDD4C895451C99723255264B844BE8D5717E12E91438791D996E3F098BCC1141D5F842B1A7C673265A1F0EC1,2B2E679944C6155C61E277DDEB718AE10953923FBDD4C895451C99723255264B844BE8D5717E12E91438791D996E3F098BCC1141D5F842B1A7C673265A1F0EC1,YES
1FFFFFFFFFFFF800000000FFFFFFFFFFDFFFFFFFFFFFFFFFF00004000FFFFFFF400000000400000000000000000003FFFFEFFFFFFFFFFFFF0040000000001000,1FFFFFFFFFDFFFFFFFFFFFFFFFFFFFFFE000000000000000000083FFFFFFFFFFBFFFFFFFFFFFFFFFFFFFFFFFFFFFF43FFFFFFFFFFFFFFFFF0000000000001000,E00000000000000000000000000000001FFFFFFFFFFFFFFFFFFFFC00000000003FFFFFFFFFFFFFFFFFFFFFFFFFFFFC000000000000000000FFFFFFFFFFFFEFFF,F000FFF000FFF001,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,512,64,8,BB40DD74953D3E819718AD231DB8B64A2867F8D11D9EBFFFCE1D975DBF5827B381639CBA6C10A34D9E7CA2741BDAB3B42E3B40B0DE92B33F771CD666D11825A5,BB40DD74953D3E819718AD231DB8B64A2867F8D11D9EBFFFCE1D975DBF5827B381639CBA6C10A34D9E7CA2741BDAB3B42E3B40B0DE92B33F771CD666D11825A5,YES
FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF00000000000000000000000000000000000000000000000000000,FF800000000000000000000000000000000000000000000001FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC00000000000000000000000000000000,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFDFFFFFFFFFFFFFF,FE00000000000001,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,512,64,8,FF800000000000FFFFFFFFFFFFFF8000000000000040000001FFFFFFFFFFFFFFFFFFFFFFFFF007FFFFFFFFFFFFFFFFFBFFFFFFFFFFFFFFFFFFFFFFFFFFFFDFFE,FF800000000000FFFFFFFFFFFFFF8000000000000040000001FFFFFFFFFFFFFFFFFFFFFFFFF007FFFFFFFFFFFFFFFFFBFFFFFFFFFFFFFFFFFFFFFFFFFFFFDFFE,YES
FFC00000000000000000000000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF8000000000000000000000001FFFFFFFFFFFFFFFFFFF000000001F,FFFFFFFFFE000000000000000000000000000001FFFFFFFFF80000000000000000000000001FFFFFFFFFFFFFFFFFFF8000001FFFFFFFFFFFFFFE000000FFFFFF,FFFFFFFFFFFFFF8000000000000000003FFFFFFFFFFFFFF000000000000000FFFFFFFFFFFFFFFFFFFFF800000000000000000000000000003FFFFFFFFFFFFFFF,4000000000000001,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,512,64,8,D03BFEE1C0DCD27FFAECAD08C09B20B841B14261DEDBAA995F54756BF3A8157112487DB902A85D4D72E34D08C86FCDE35B521240ECDDBDAB39F1209B687E9C59,D03BFEE1C0DCD27FFAECAD08C09B20B841B14261DEDBAA995F54756BF3A8157112487DB902A85D4D72E34D08C86FCDE35B521240ECDDBDAB39F1209B687E9C59,YES
FE0000000000000000000000000000000000000007FFFFFFFFFFFFFFFF00000000000000000000000000001FFFFFFFFFFC0000000000000000000000FFFE0000,FFFFFFFFFFF03FFFFFFFFFFFFFFFFFFFE000000000000000000000000000001FFFFFE00000000000003FF8000000000000000000000FFFFFFFFFFFF0000FFFFF,FFFFFFFFFFFFFE00000000000000000000000000000000000FFFFFFFFFFFFFFFFFE0000000007FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFBFFFFFFFFFFFFFFFFFF,0000000000000001,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,512,64,8,009F90120005DFB11E5E93DF9B2F98E3576252C94B72231F61F7B2092A37676FC02288810D20C669D9B86788DD895F9E8E990258A08B5003F0FEFF2E2240AE26,009F90120005DFB11E5E93DF9B2F98E3576252C94B72231F61F7B2092A37676FC02288810D20C669D9B86788DD895F9E8E990258A08B5003F0FEFF2E2240AE26,YES
